DOI;Title;Abstract;Year;Month;Journal;Authors;Cite;Pub_Date
10.1186/s12955-023-02120-2;Syndemic conditions and quality of life in the PISCIS Cohort of people living with HIV in Catalonia and the Balearic Islands: a cross sectional study.;"People living with HIV (PLWH) face structural and psychosocial factors that affect health-related quality of life (HRQoL). We aimed to evaluate how syndemic conditions affected HRQoL in PLWH. A cross-sectional survey was conducted among 861 PLWH, to determine whether syndemic conditions (monthly income; sexual satisfaction; depressive symptoms; social role satisfaction; social isolation; cognitive function; nicotine dependence; perception of stigma) have an effect on HRQoL. A linear regression model and measures of Additive Interaction (AI) were used to determine the effects of syndemic conditions on HRQoL, controlling for other risk factors. Overall, the most frequently observed were stigma perception (56.9%), poor cognitive function (50.6%) and the perception of social isolation (51.6%). The presence of depressive symptoms was the risk factor most associated with worse Physical Health (PH) (B 3.93, 2.71-5.15) and Mental Health (MH) (B 5.08, 3.81-6.34) in linear regression model. Specifically, an interaction was observed between poor cognitive function and poor satisfaction with social role on worse PH and MH (AI 2.08, 0.14-4.02; AI 2.69, 0.15-5.22, respectively); and low income and perception of stigma (AI 2.98, 0.26-5.71), low income and perception of social isolation (AI 2.79, 0.27-5.32), and low income and poor satisfaction with social role (AI 3.45, 0.99-5.91) on MH. These findings provide evidence that syndemic factors impact HRQoL. HIV prevention programs should screen and address co-occurring health problems to improve patient-centered health care and outcomes.";2023;May;Health and quality of life outcomes;"Mesías-Gazmuri J; Folch C; Palacio-Vieira J; Bruguera A; Egea-Cortés L; Forero CG; Hernández J; Miró JM; Navarro J; Riera M; Peraire J; Alonso-García L; Díaz Y; Casabona J; Reyes-Urueña J";"Mesías-Gazmuri J; Folch C; Palacio-Vieira J; Bruguera A; Egea-Cortés L; Forero CG; Hernández J; Miró JM; Navarro J; Riera M; Peraire J; Alonso-García L; Díaz Y; Casabona J; Reyes-Urueña J. Syndemic conditions and quality of life in the PISCIS Cohort of people living with HIV in Catalonia and the Balearic Islands: a cross sectional study.. Health and quality of life outcomes. 2023;May.";2023-May
10.1371/journal.pone.0277333;Study protocol for a randomized clinical trial to assess 7 versus 14-days of treatment for Pseudomonas aeruginosa bloodstream infections (SHORTEN-2 trial).;"Research priorities in Antimicrobial Stewardship (AMS) have rapidly evolved in the last decade. The need for a more efficient use of antimicrobials have fueled plenty of studies to define the optimal duration for antibiotic treatments, and yet, there still are large areas of uncertainty in common clinical scenarios. Pseudomonas aeruginosa has been pointed as a priority for clinical research, but it has been unattended by most randomized trials tackling the effectiveness of short treatments. The study protocol of the SHORTEN-2 trial is presented as a practical example of new ways to approach common obstacles for clinical research in AMS. To determine whether a 7-day course of antibiotics is superior to 14-day schemes for treating bloodstream infections by P. aeruginosa (BSI-PA). A superiority, open-label, randomized controlled trial will be performed across 30 Spanish hospitals. Adult patients with uncomplicated BSI-PA will be randomized to receive a 7 versus 14-day course of any active antibiotic. The primary endpoint will be the probability for the 7-day group of achieving better outcomes than the control group, assessing altogether clinical effectiveness, severe adverse events, and antibiotic exposure through a DOOR/RADAR analysis. Main secondary endpoints include treatment failure, BSI-PA relapses, and mortality. A superiority design was set for the primary endpoint and non-inferiority for treatment failure, resulting in a sample size of 304 patients. SHORTEN-2 trial aligns with some of the priorities for clinical research in AMS. The implementation of several methodological innovations allowed overcoming common obstacles, like feasible sample sizes or measuring the clinical impact and unintended effects. EudraCt: 2021-003847-10; ClinicalTrials.gov: NCT05210439.";2022;;PloS one;"Molina J; Rosso-Fernández CM; Montero-Mateos E; Paño-Pardo JR; Solla M; Guisado-Gil AB; Álvarez-Marín R; Pachón-Ibáñez ME; Gimeno A; Martín-Gutiérrez G; Lepe JA; Cisneros JM";"Molina J; Rosso-Fernández CM; Montero-Mateos E; Paño-Pardo JR; Solla M; Guisado-Gil AB; Álvarez-Marín R; Pachón-Ibáñez ME; Gimeno A; Martín-Gutiérrez G; Lepe JA; Cisneros JM. Study protocol for a randomized clinical trial to assess 7 versus 14-days of treatment for Pseudomonas aeruginosa bloodstream infections (SHORTEN-2 trial).. PloS one. 2022;.";2022
10.1371/journal.pone.0285917;Reversions of QuantiFERON-TB Gold Plus in tuberculosis contact investigation: A prospective multicentre cohort study.;Interferon-y Release Assays (IGRA) reversions have been reported in different clinical scenarios for the diagnosis of tuberculosis (TB) infection. This study aimed to determine the rate of QuantiFERON-TB Gold Plus (QFT-Plus) reversions during contact investigation as a potential strategy to reduce the number of preventive treatments. Prospective, multicentre cohort study of immunocompetent adult contacts of patients with pulmonary TB tested with QFT-Plus. Contacts with an initial positive QFT-Plus (QFT-i) underwent a second test within 4 weeks (QFT-1), and if negative, underwent a repeat test 4 weeks later (QFT-2). Based on the QFT-2 result, we classified cases as sustained reversion if they remained negative and as temporary reversion if they turned positive. We included 415 contacts, of whom 96 (23.1%) had an initial positive test (QFT-i). Following this, 10 had negative QFT-1 results and 4 (4.2%) of these persisted with a negative result in the QFT-2 (sustained reversions). All four sustained reversions occurred in contacts with IFN-γ concentrations between ≥0.35 and ≤0.99 IU•mL-1 in one or both QFT-i tubes. In this study, TB contact investigations rarely reveal QFT-Plus reversion. These results do not support retesting cases with an initial positive result to reduce the number of preventive treatments.;2023;;PloS one;"Pérez-Recio S; Grijota-Camino MD; Anibarro L; Rabuñal-Rey R; Sabria J; Gijón-Vidaurreta P; Pomar V; García-Gasalla M; Domínguez-Castellano Á; Trigo M; Santos MJ; Cebollero A; Rodríguez S; Moga E; Penas-Truque A; Martos C; Ruiz-Serrano MJ; Garcia-de-Cara EI; Alcaide F; Santin M";"Pérez-Recio S; Grijota-Camino MD; Anibarro L; Rabuñal-Rey R; Sabria J; Gijón-Vidaurreta P; Pomar V; García-Gasalla M; Domínguez-Castellano Á; Trigo M; Santos MJ; Cebollero A; Rodríguez S; Moga E; Penas-Truque A; Martos C; Ruiz-Serrano MJ; Garcia-de-Cara EI; Alcaide F; Santin M. Reversions of QuantiFERON-TB Gold Plus in tuberculosis contact investigation: A prospective multicentre cohort study.. PloS one. 2023;.";2023
10.1371/journal.pone.0308568;Factors associated with SARS-CoV-2 infection among people living with HIV: Data from the Balearic cohort (EVHIA).;The impact of SARS-CoV-2 infection among people living with HIV (PLWH) has been a matter of research. We evaluated the incidence and factors associated with SARS-CoV-2 diagnosis among PLWH. We also assessed factors related to vaccination coverage in the Balearic Islands. A retrospective analytical study was performed, including patients from the Balearic cohort (EVHIA) who were visited at least twice between 1st January 2020 and 31st March 2022. Chi-square test and Mann-Whitney U test were used to compare categorical and continuous variables respectively. Multivariable Cox proportional hazards regression models were estimated to identify risk factors. A total of 3567 patients with HIV were included. The median age was 51 years (IQR 44-59). Most of them were male (77,3%), from Europe (82,1%) or South America (13,8%). During the study period 1036 patients were diagnosed with SARS-CoV-2 infection (29%). The incidence rate was 153,24 cases per 1000 person-year. After multivariable analysis, men who have sex with men (MSM) were associated with an increased risk of SARS-CoV-2 infection (adjusted hazard ratio 1,324, 95% CI 1,138-1,540), whereas African origin, tobacco use and complete or booster vaccination coverage were negatively related. Overall, complete vaccination or booster coverage was recorded in 2845 (79,75%) patients. When analysing vaccination uptake, older patients (adjusted hazard ratio 5,122, 95% CI 3,170-8,288) and those with a modified comorbidity index of 2-3 points (adjusted hazard ratio 1,492, 95% CI 1,056-2,107) had received more vaccine doses. In our study no HIV related factor was associated with an increased risk of SARS-CoV-2 infection, except for differences in the transmission route. Possible confounding variables such as mask wearing or social interactions could not be measured. Vaccines were of utmost importance to prevent SARS-CoV-2 infection. Efforts should be made to encourage vaccination in those groups of PLWH with less coverage.;2024;;PloS one;"Artigues Serra F; Pinecki Socias S; Fanjul FJ; Peñaranda M; Homar F; Sorni P; Serra J; Rey A; Ventayol L; Macia MD; Ribas MÀ; Riera M";"Artigues Serra F; Pinecki Socias S; Fanjul FJ; Peñaranda M; Homar F; Sorni P; Serra J; Rey A; Ventayol L; Macia MD; Ribas MÀ; Riera M. Factors associated with SARS-CoV-2 infection among people living with HIV: Data from the Balearic cohort (EVHIA).. PloS one. 2024;.";2024
10.18176/jiaci.0859;Management of Patients with Suspected or Confirmed Antibiotic Allergy: Executive Summary of Guidelines from the Spanish Society of Infectious Diseases and Clinical Microbiology (SEIMC), the Spanish Society of Allergy and Clinical Immunology (SEAIC), the Spanish Society of Hospital Pharmacy (SEFH) and the Spanish Society of Intensive Medicine and Coronary Care Units (SEMICYUC).;Suspected or confirmed antibiotic allergy is a frequent clinical circumstance that influences antimicrobial prescription and often leads to the avoidable use of less efficacious and/or more toxic or costly drugs than first-line antimicrobials. Optimizing antimicrobial therapy in patients with antibiotic allergy labels has become one of the priorities of antimicrobial stewardship programs in several countries. These guidelines aim to make recommendations for the systematic approach to patients with suspected or confirmed antibiotic allergy based on current evidence. An expert panel (11 members of various scientific societies) formulated questions about the management of patients with suspected or confirmed antibiotic allergy. A systematic literature review was performed by a medical librarian. The questions were distributed among panel members who selected the most relevant references, summarized the evidence, and formulated graded recommendations when possible. The answers to all the questions were finally reviewed by all panel members. A systematic approach to patients with suspected or confirmed antibiotic allergy was recommended to improve antibiotic selection and, consequently, clinical outcomes. A clinically oriented, 3-category risk-stratification strategy was recommended for patients with suspected antibiotic allergy. Complementary assessments should consider both clinical risk category and preferred antibiotic agent. Empirical therapy recommendations for the most relevant clinical syndromes in patients with suspected or confirmed ß-lactam allergy were formulated, as were recommendations on the implementation and monitoring of the impact of the guidelines. Antimicrobial stewardship programs and allergists should design and implement activities that facilitate the most appropriate use of antibiotics in these patients.;2023;Apr;Journal of investigational allergology & clinical immunology;"Paño-Pardo JR; Moreno Rodilla E; Cobo Sacristan S; Cubero Saldaña JL; Periañez Párraga L; Del Pozo León JL; Retamar-Gentil P; Rodríguez Oviedo A; Torres Jaén MJ; Vidal-Cortes P; Colás Sanz C";"Paño-Pardo JR; Moreno Rodilla E; Cobo Sacristan S; Cubero Saldaña JL; Periañez Párraga L; Del Pozo León JL; Retamar-Gentil P; Rodríguez Oviedo A; Torres Jaén MJ; Vidal-Cortes P; Colás Sanz C. Management of Patients with Suspected or Confirmed Antibiotic Allergy: Executive Summary of Guidelines from the Spanish Society of Infectious Diseases and Clinical Microbiology (SEIMC), the Spanish Society of Allergy and Clinical Immunology (SEAIC), the Spanish Society of Hospital Pharmacy (SEFH) and the Spanish Society of Intensive Medicine and Coronary Care Units (SEMICYUC).. Journal of investigational allergology & clinical immunology. 2023;Apr.";2023-Apr
10.3389/fmicb.2021.789731;Multicenter Performance Evaluation of MALDI-TOF MS for Rapid Detection of Carbapenemase Activity in Enterobacterales: The Future of Networking Data Analysis With Online Software.;"In this study, we evaluate the performance of matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) for rapid detection of carbapenemase activity in Enterobacterales in clinical microbiology laboratories during a multicenter networking validation study. The study was divided into three different stages: ""software design,"" ""intercenter evaluation,"" and ""clinical validation."" First, a standardized procedure with an online software for data analysis was designed. Carbapenem resistance was detected by measuring imipenem hydrolysis and the results were automatically interpreted using the Clover MS data analysis software (Clover BioSoft, Spain). Second, a series of 74 genotypically characterized Enterobacterales (46 carbapenemase-producers and 28 non carbapenemase-producers) were analyzed in 8 international centers to ensure the reproducibility of the method. Finally, the methodology was evaluated independently in all centers during a 2-month period and results were compared with the reference standard for carbapenemase detection used in each center. The overall agreement rate relative to the reference method for carbapenemase resistance detection in clinical samples was 92.5%. The sensitivity was 93.9% and the specificity, 100%. Results were obtained within 60 min and accuracy ranged from 83.3 to 100% among the different centers. Further, our results demonstrate that MALDI-TOF MS is an outstanding tool for rapid detection of carbapenemase activity in Enterobacterales in clinical microbiology laboratories. The use of a simple in-house procedure with online software allows routine screening of carbapenemases in diagnostics, thereby facilitating early and appropriate antimicrobial therapy.";2021;;Frontiers in microbiology;"Gato E; Anantharajah A; Arroyo MJ; Artacho MJ; Caballero JD; Candela A; Chudějová K; Constanso IP; Elías C; Fernández J; Jiménez J; Lumbreras P; Méndez G; Mulet X; Pérez-Palacios P; Rodríguez-Sánchez B; Cantón R; Hrabák J; Mancera L; Martínez-Martínez L; Oliver A; Pascual Á; Verroken A; Bou G; Oviaño M";"Gato E; Anantharajah A; Arroyo MJ; Artacho MJ; Caballero JD; Candela A; Chudějová K; Constanso IP; Elías C; Fernández J; Jiménez J; Lumbreras P; Méndez G; Mulet X; Pérez-Palacios P; Rodríguez-Sánchez B; Cantón R; Hrabák J; Mancera L; Martínez-Martínez L; Oliver A; Pascual Á; Verroken A; Bou G; Oviaño M. Multicenter Performance Evaluation of MALDI-TOF MS for Rapid Detection of Carbapenemase Activity in Enterobacterales: The Future of Networking Data Analysis With Online Software.. Frontiers in microbiology. 2021;.";2021
10.3389/fmicb.2021.803827;A Genomic Snapshot of the SARS-CoV-2 Pandemic in the Balearic Islands.;"Objective: To analyze the SARS-CoV-2 genomic epidemiology in the Balearic Islands, a unique setting in which the course of the pandemic has been influenced by a complex interplay between insularity, severe social restrictions and tourism travels. Methods: Since the onset of the pandemic, more than 2,700 SARS-CoV-2 positive respiratory samples have been randomly selected and sequenced in the Balearic Islands. Genetic diversity of circulating variants was assessed by lineage assignment of consensus whole genome sequences with PANGOLIN and investigation of additional spike mutations. Results: Consensus sequences were assigned to 46 different PANGO lineages and 75% of genomes were classified within a VOC, VUI, or VUM variant according to the WHO definitions. Highest genetic diversity was documented in the island of Majorca (42 different lineages detected). Globally, lineages B.1.1.7 and B.1.617.2/AY.X were identified as the 2 major lineages circulating in the Balearic Islands during the pandemic, distantly followed by lineages B.1.177/B.1.177.X. However, in Ibiza/Formentera lineage distribution was slightly different and lineage B.1.221 was the third most prevalent. Temporal distribution analysis showed that B.1 and B.1.5 lineages dominated the first epidemic wave, lineage B.1.177 dominated the second and third, and lineage B.1.617.2 the fourth. Of note, lineage B.1.1.7 became the most prevalent circulating lineage during first half of 2021; however, it was not associated with an increased in COVID-19 cases likely due to severe social restrictions and limited travels. Additional spike mutations were rarely documented with the exception of mutation S:Q613H which has been detected in several genomes (n = 25) since July 2021. Conclusion: Virus evolution, mainly driven by the acquisition and selection of spike substitutions conferring biological advantages, social restrictions, and size population are apparently key factors for explaining the epidemic patterns registered in the Balearic Islands.";2021;;Frontiers in microbiology;"López-Causapé C; Fraile-Ribot PA; Jiménez-Serrano S; Cabot G; Del Barrio-Tofiño E; Prado MC; Linares JM; López A; Hurtado A; Riera E; Serra A; Roselló E; Carbó L; Fernández-Baca MV; Gallegos C; Saurina J; Arteaga E; Salom MM; Salvá A; Nicolau A; González-Candelas F; Comas I; Oliver A";"López-Causapé C; Fraile-Ribot PA; Jiménez-Serrano S; Cabot G; Del Barrio-Tofiño E; Prado MC; Linares JM; López A; Hurtado A; Riera E; Serra A; Roselló E; Carbó L; Fernández-Baca MV; Gallegos C; Saurina J; Arteaga E; Salom MM; Salvá A; Nicolau A; González-Candelas F; Comas I; Oliver A. A Genomic Snapshot of the SARS-CoV-2 Pandemic in the Balearic Islands.. Frontiers in microbiology. 2021;.";2021
10.3389/fmicb.2022.918362;CARB-ES-19 Multicenter Study of Carbapenemase-Producing Klebsiella pneumoniae and Escherichia coli From All Spanish Provinces Reveals Interregional Spread of High-Risk Clones Such as ST307/OXA-48 and ST512/KPC-3.;"CARB-ES-19 is a comprehensive, multicenter, nationwide study integrating whole-genome sequencing (WGS) in the surveillance of carbapenemase-producing K. pneumoniae (CP-Kpn) and E. coli (CP-Eco) to determine their incidence, geographical distribution, phylogeny, and resistance mechanisms in Spain. In total, 71 hospitals, representing all 50 Spanish provinces, collected the first 10 isolates per hospital (February to May 2019); CPE isolates were first identified according to EUCAST (meropenem MIC > 0.12 mg/L with immunochromatography, colorimetric tests, carbapenem inactivation, or carbapenem hydrolysis with MALDI-TOF). Prevalence and incidence were calculated according to population denominators. Antibiotic susceptibility testing was performed using the microdilution method (EUCAST). All 403 isolates collected were sequenced for high-resolution single-nucleotide polymorphism (SNP) typing, core genome multilocus sequence typing (cgMLST), and resistome analysis. In total, 377 (93.5%) CP-Kpn and 26 (6.5%) CP-Eco isolates were collected from 62 (87.3%) hospitals in 46 (92%) provinces. CP-Kpn was more prevalent in the blood (5.8%, 50/853) than in the urine (1.4%, 201/14,464). The cumulative incidence for both CP-Kpn and CP-Eco was 0.05 per 100 admitted patients. The main carbapenemase genes identified in CP-Kpn were bla OXA-48 (263/377), bla KPC-3 (62/377), bla VIM-1 (28/377), and bla NDM-1 (12/377). All isolates were susceptible to at least two antibiotics. Interregional dissemination of eight high-risk CP-Kpn clones was detected, mainly ST307/OXA-48 (16.4%), ST11/OXA-48 (16.4%), and ST512-ST258/KPC (13.8%). ST512/KPC and ST15/OXA-48 were the most frequent bacteremia-causative clones. The average number of acquired resistance genes was higher in CP-Kpn (7.9) than in CP-Eco (5.5). This study serves as a first step toward WGS integration in the surveillance of carbapenemase-producing Enterobacterales in Spain. We detected important epidemiological changes, including increased CP-Kpn and CP-Eco prevalence and incidence compared to previous studies, wide interregional dissemination, and increased dissemination of high-risk clones, such as ST307/OXA-48 and ST512/KPC-3.";2022;;Frontiers in microbiology;"Cañada-García JE; Moure Z; Sola-Campoy PJ; Delgado-Valverde M; Cano ME; Gijón D; González M; Gracia-Ahufinger I; Larrosa N; Mulet X; Pitart C; Rivera A; Bou G; Calvo J; Cantón R; González-López JJ; Martínez-Martínez L; Navarro F; Oliver A; Palacios-Baena ZR; Pascual Á; Ruiz-Carrascoso G; Vila J; Aracil B; Pérez-Vázquez M; Oteo-Iglesias J";"Cañada-García JE; Moure Z; Sola-Campoy PJ; Delgado-Valverde M; Cano ME; Gijón D; González M; Gracia-Ahufinger I; Larrosa N; Mulet X; Pitart C; Rivera A; Bou G; Calvo J; Cantón R; González-López JJ; Martínez-Martínez L; Navarro F; Oliver A; Palacios-Baena ZR; Pascual Á; Ruiz-Carrascoso G; Vila J; Aracil B; Pérez-Vázquez M; Oteo-Iglesias J. CARB-ES-19 Multicenter Study of Carbapenemase-Producing Klebsiella pneumoniae and Escherichia coli From All Spanish Provinces Reveals Interregional Spread of High-Risk Clones Such as ST307/OXA-48 and ST512/KPC-3.. Frontiers in microbiology. 2022;.";2022
10.3389/fmicb.2023.1220286;An increase in erythromycin resistance in methicillin-susceptible Staphylococcus aureus from blood correlates with the use of macrolide/lincosamide/streptogramin antibiotics. EARS-Net Spain (2004-2020).;"To describe and analyse erythromycin resistance trends in blood isolates of Staphylococcus aureus (EARS-Net Spain, 2004-2020) and the association of these trends with the consumption of macrolide, lincosamide, and streptogramin B (MLSB) antibiotics. To assess molecular changes that could be involved in erythromycin resistance trends by whole genome analysis of representative isolates. We collected antibiotic susceptibility data for all first-blood S. aureus isolates in patients from 47 Spanish hospitals according to EARS-Net criteria. MLSB antibiotic consumption was obtained from the Spanish Agency for Medicines and Medical Devices (2008-2020). We sequenced 137 representative isolates for core genome multilocus sequence typing, resistome and virulome analysis. For the 36,612 invasive S. aureus isolates, methicillin resistance decreased from 26.4% in 2004 to 22.4% in 2020. Erythromycin resistance in methicillin-susceptible S. aureus (MSSA) increased from 13.6% in 2004 to 28.9% in 2020 (p < 0.001); however, it decreased from 68.7 to 61.8% (p < 0.0001) in methicillin-resistant S. aureus (MRSA). Total consumption of MLSB antibiotics increased from 2.72 defined daily doses per 1,000 inhabitants per day (DID) in 2014 to 3.24 DID in 2016. By WGS, the macrolide resistance genes detected were erm (59.8%), msrA (46%), and mphC (45.2%). The erm genes were more prevalent in MSSA (44/57, 77.2%) than in MRSA (38/80, 47.5%). Most of the erm genes identified in MSSA after 2013 differed from the predominant ermC gene (17/22, 77.3%), largely because ermT was significantly associated with MSSA after 2013 (11/29, 37.9%). All 13 ermT isolates in this study, except one, belonged to ST398 and came from 10 hospitals and six Spanish provinces. The significant increase in erythromycin resistance in blood MSSA correlated with the consumption of the MLSB antibiotics in Spain. These preliminary data seem support the hypothesis that the human ST398 MSSA clade with ermT-mediated resistance to erythromycin may be involved in this trend.";2023;;Frontiers in microbiology;"El Mammery A; Ramírez de Arellano E; Cañada-García JE; Cercenado E; Villar-Gómara L; Casquero-García V; García-Cobos S; Lepe JA; Ruiz de Gopegui Bordes E; Calvo-Montes J; Larrosa Escartín N; Cantón R; Pérez-Vázquez M; Aracil B; Oteo-Iglesias J";"El Mammery A; Ramírez de Arellano E; Cañada-García JE; Cercenado E; Villar-Gómara L; Casquero-García V; García-Cobos S; Lepe JA; Ruiz de Gopegui Bordes E; Calvo-Montes J; Larrosa Escartín N; Cantón R; Pérez-Vázquez M; Aracil B; Oteo-Iglesias J. An increase in erythromycin resistance in methicillin-susceptible Staphylococcus aureus from blood correlates with the use of macrolide/lincosamide/streptogramin antibiotics. EARS-Net Spain (2004-2020).. Frontiers in microbiology. 2023;.";2023
10.3389/fmicb.2023.1247804;The CARBA-MAP study: national mapping of carbapenemases in Spain (2014-2018).;Infections caused by carbapenem-resistant Enterobacterales (CRE) and carbapenem-resistant Pseudomonas aeruginosa, including isolates producing acquired carbapenemases, constitute a prevalent health problem worldwide. The primary objective of this study was to determine the distribution of the different carbapenemases among carbapenemase-producing Enterobacterales (CPE, specifically Escherichia coli, Klebsiella pneumoniae, Enterobacter cloacae complex, and Klebsiella aerogenes) and carbapenemase-producing P. aeruginosa (CPPA) in Spain from January 2014 to December 2018. A national, retrospective, cross-sectional multicenter study was performed. The study included the first isolate per patient and year obtained from clinical samples and obtained for diagnosis of infection in hospitalized patients. A structured questionnaire was completed by the participating centers using the REDCap platform, and results were analyzed using IBM SPSS Statistics 29.0.0. A total of 2,704 carbapenemase-producing microorganisms were included, for which the type of carbapenemase was determined in 2692 cases: 2280 CPE (84.7%) and 412 CPPA (15.3%), most often using molecular methods and immunochromatographic assays. Globally, the most frequent types of carbapenemase in Enterobacterales and P. aeruginosa were OXA-48-like, alone or in combination with other enzymes (1,523 cases, 66.8%) and VIM (365 cases, 88.6%), respectively. Among Enterobacterales, carbapenemase-producing K. pneumoniae was reported in 1821 cases (79.9%), followed by E. cloacae complex in 334 cases (14.6%). In Enterobacterales, KPC is mainly present in the South and South-East regions of Spain and OXA-48-like in the rest of the country. Regarding P. aeruginosa, VIM is widely distributed all over the country. Globally, an increasing percentage of OXA-48-like enzymes was observed from 2014 to 2017. KPC enzymes were more frequent in 2017-2018 compared to 2014-2016. Data from this study help to understand the situation and evolution of the main species of CPE and CPPA in Spain, with practical implications for control and optimal treatment of infections caused by these multi-drug resistant organisms.;2023;;Frontiers in microbiology;"Gracia-Ahufinger I; López-González L; Vasallo FJ; Galar A; Siller M; Pitart C; Bloise I; Torrecillas M; Gijón-Cordero D; Viñado B; Castillo-García J; Campo R; Mulet X; Madueño-Alonso A; Chamizo-López FJ; Arrastia-Erviti M; Galán-Sánchez F; Fernández-Quejo M; Rodríguez-Díaz JC; Gutiérrez-Zufiaurre MN; Rodríguez-Maresca MA; Ortega-Lafont MDP; Yagüe-Guirao G; Chaves-Blanco L; Colomina-Rodríguez J; Vidal-Acuña MR; Portillo ME; Franco-Álvarez de Luna F; Centelles-Serrano MJ; Azcona-Gutiérrez JM; Delgado-Iribarren García Campero A; Rey-Cao S; Muñoz P; Calvo-Montes J; Zboromyrska Y; Grandioso D; Càmara J; Cantón R; Larrosa-Escartín N; Díaz-Regañón J; Martínez-Martínez L";"Gracia-Ahufinger I; López-González L; Vasallo FJ; Galar A; Siller M; Pitart C; Bloise I; Torrecillas M; Gijón-Cordero D; Viñado B; Castillo-García J; Campo R; Mulet X; Madueño-Alonso A; Chamizo-López FJ; Arrastia-Erviti M; Galán-Sánchez F; Fernández-Quejo M; Rodríguez-Díaz JC; Gutiérrez-Zufiaurre MN; Rodríguez-Maresca MA; Ortega-Lafont MDP; Yagüe-Guirao G; Chaves-Blanco L; Colomina-Rodríguez J; Vidal-Acuña MR; Portillo ME; Franco-Álvarez de Luna F; Centelles-Serrano MJ; Azcona-Gutiérrez JM; Delgado-Iribarren García Campero A; Rey-Cao S; Muñoz P; Calvo-Montes J; Zboromyrska Y; Grandioso D; Càmara J; Cantón R; Larrosa-Escartín N; Díaz-Regañón J; Martínez-Martínez L. The CARBA-MAP study: national mapping of carbapenemases in Spain (2014-2018).. Frontiers in microbiology. 2023;.";2023
10.3389/fmicb.2023.1270999;The balance between antibiotic resistance and fitness/virulence in Pseudomonas aeruginosa: an update on basic knowledge and fundamental research.;The interplay between antibiotic resistance and bacterial fitness/virulence has attracted the interest of researchers for decades because of its therapeutic implications, since it is classically assumed that resistance usually entails certain biological costs. Reviews on this topic revise the published data from a general point of view, including studies based on clinical strains or in vitro-evolved mutants in which the resistance phenotype is seen as a final outcome, i.e., a combination of mechanisms. However, a review analyzing the resistance/fitness balance from the basic research perspective, compiling studies in which the different resistance pathways and respective biological costs are individually approached, was missing. Here we cover this gap, specifically focusing on Pseudomonas aeruginosa, a pathogen that stands out because of its extraordinary capacity for resistance development and for which a considerable number of recent and particular data on the interplay with fitness/virulence have been released. The revised information, split into horizontally-acquired vs. mutation-driven resistance, suggests a great complexity and even controversy in the resistance-fitness/virulence balance in the acute infection context, with results ranging from high costs linked to certain pathways to others that are seemingly cost-free or even cases of resistance mechanisms contributing to increased pathogenic capacities. The elusive mechanistic basis for some enigmatic data, knowledge gaps, and possibilities for therapeutic exploitation are discussed. The information gathered suggests that resistance-fitness/virulence interplay may be a source of potential antipseudomonal targets and thus, this review poses the elementary first step for the future development of these strategies harnessing certain resistance-associated biological burdens.;2023;;Frontiers in microbiology;"Jordana-Lluch E; Barceló IM; Escobar-Salom M; Estévez MA; Zamorano L; Gómez-Zorrilla S; Sendra E; Oliver A; Juan C";"Jordana-Lluch E; Barceló IM; Escobar-Salom M; Estévez MA; Zamorano L; Gómez-Zorrilla S; Sendra E; Oliver A; Juan C. The balance between antibiotic resistance and fitness/virulence in Pseudomonas aeruginosa: an update on basic knowledge and fundamental research.. Frontiers in microbiology. 2023;.";2023
10.3390/antibiotics11091212;Carbapenem Combinations for Infections Caused by Carbapenemase-Producing Pseudomonas aeruginosa: Experimental In Vitro and In Vivo Analysis.;In the context of difficult-to-treat carbapenem-resistant Pseudomonas aeruginosa infections, we evaluated imipenem, meropenem, and doripenem combinations against eleven carbapenemase-producing P. aeruginosa isolates. According to the widespread global distribution of high-risk clones and carbapenemases, four representative isolates were selected: ST175 (OXA-2/VIM-20), ST175 (VIM-2), ST235 (GES-5), and ST111 (IMP-33), for efficacy studies using a sepsis murine model. Minimum inhibitory concentration (mg/L) ranges were 64-256 for imipenem and 16-128 for meropenem and doripenem. In vitro, imipenem plus meropenem was synergistic against 72% of isolates and doripenem plus meropenem or imipenem against 55% and 45%, respectively. All combinations were synergistic against the ST175, ST235, and ST155 clones. In vivo, meropenem diminished the spleen and blood bacterial concentrations of four and three isolates, respectively, with better efficacy than imipenem or doripenem. The combinations did not show efficacy compared with the more active monotherapies, except for imipenem plus meropenem, which reduced the ST235 bacterial spleen concentration. Mortality decreased with imipenem plus meropenem or doripenem for the ST175 isolate. Results suggest that carbapenem combinations are not an alternative for severe infections by carbapenemase-producing P. aeruginosa. Meropenem monotherapy showed in vivo efficacy despite its high MIC, probably because its dosage allowed a sufficient antimicrobial exposure at the infection sites.;2022;Sep;Antibiotics (Basel, Switzerland);"Herrera-Espejo S; Del Barrio-Tofiño E; Cebrero-Cangueiro T; López-Causapé C; Álvarez-Marín R; Cisneros JM; Pachón J; Oliver A; Pachón-Ibáñez ME";"Herrera-Espejo S; Del Barrio-Tofiño E; Cebrero-Cangueiro T; López-Causapé C; Álvarez-Marín R; Cisneros JM; Pachón J; Oliver A; Pachón-Ibáñez ME. Carbapenem Combinations for Infections Caused by Carbapenemase-Producing Pseudomonas aeruginosa: Experimental In Vitro and In Vivo Analysis.. Antibiotics (Basel, Switzerland). 2022;Sep.";2022-Sep
